risk_id,stock_code,company_name,risk_category,risk_flag,risk_description,source_id,severity,human_review_required,mitigation_or_next_step
RISK-01553,00667.HK,中国东方教育,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01554,00667.HK,中国东方教育,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01555,00669.HK,创科实业,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01556,00669.HK,创科实业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01557,00669.HK,创科实业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01558,00670.HK,中国东方航空股份,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01559,00670.HK,中国东方航空股份,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01560,00670.HK,中国东方航空股份,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01561,00672.HK,众安集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01562,00672.HK,众安集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01563,00672.HK,众安集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01564,00673.HK,中国卫生集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01565,00673.HK,中国卫生集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01566,00673.HK,中国卫生集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01567,00674.HK,中国唐商,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01568,00674.HK,中国唐商,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01569,00674.HK,中国唐商,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01570,00675.HK,坚宝国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01571,00675.HK,坚宝国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01572,00675.HK,坚宝国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01573,00676.HK,创信国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01574,00676.HK,创信国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01575,00676.HK,创信国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01576,00677.HK,金源发展国际实业,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01577,00677.HK,金源发展国际实业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01578,00677.HK,金源发展国际实业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01579,00679.HK,亚洲联网科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01580,00679.HK,亚洲联网科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01581,00679.HK,亚洲联网科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01582,00681.HK,中民控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01583,00681.HK,中民控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01584,00681.HK,中民控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01585,00682.HK,超大现代,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01586,00682.HK,超大现代,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01587,00682.HK,超大现代,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01588,00683.HK,嘉里建设,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01589,00683.HK,嘉里建设,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01590,00683.HK,嘉里建设,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01591,00684.HK,亚伦国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01592,00684.HK,亚伦国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01593,00684.HK,亚伦国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01594,00685.HK,世界华文媒体,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01595,00685.HK,世界华文媒体,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01596,00685.HK,世界华文媒体,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01597,00686.HK,北京能源国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01598,00686.HK,北京能源国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01599,00686.HK,北京能源国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01600,00687.HK,泰升集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01601,00687.HK,泰升集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01602,00687.HK,泰升集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01603,00688.HK,中国海外发展,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01604,00688.HK,中国海外发展,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01605,00688.HK,中国海外发展,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01606,00689.HK,长盈集团（控股）,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01607,00689.HK,长盈集团（控股）,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01608,00689.HK,长盈集团（控股）,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01609,00690.HK,联康生物科技集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01610,00690.HK,联康生物科技集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01611,00690.HK,联康生物科技集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01612,00691.HK,山水水泥,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01613,00691.HK,山水水泥,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01614,00691.HK,山水水泥,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01615,00693.HK,陈唱国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01616,00693.HK,陈唱国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-01617,00693.HK,陈唱国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
